dataset_id,label,chunk_text,explanation_text,cosine_similarity
5a8138c155429938b6142300,correct,"Nikos Kazantzakis (Greek: Νίκος Καζαντζάκης ] ; 18 February 188326 October 1957) was a Greek writer. Thomas Sigismund Stribling (March 4, 1881 – July 8, 1965) was an American writer and lawyer who published under the name T.S. Stribling.","Thomas Sigismund Stribling had diverse job experiences as both a writer and lawyer, whereas Nikos Kazantzakis was primarily known for his literary work. As a lawyer, Stribling's profession required him to have a broad range of skills and knowledge, which is reflected in the variety of cases he handled. In contrast, Kazantzakis' focus on writing allowed him to explore different themes and styles through his literary works, but did not involve the same level of professional diversity as Stribling's dual careers.",0.7907052040100098
5a8138c155429938b6142300,incomplete,"Nikos Kazantzakis (Greek: Νίκος Καζαντζάκης ] ; 18 February 188326 October 1957) was a Greek writer. Thomas Sigismund Stribling (March 4, 1881 – July 8, 1965) was an American writer and lawyer who published under the name T.S. Stribling.","Thomas Sigismund Stribling had a more diverse job experience than Nikos Kazantzakis because he was both a writer and lawyer. His work as a lawyer required him to have many skills and knowledge, which is reflected in the variety of cases he handled.",0.7925644516944885
5a8138c155429938b6142300,incorrect,"Nikos Kazantzakis (Greek: Νίκος Καζαντζάκης ] ; 18 February 188326 October 1957) was a Greek writer. Thomas Sigismund Stribling (March 4, 1881 – July 8, 1965) was an American writer and lawyer who published under the name T.S. Stribling.","Nikos Kazantzakis had more diverse job experiences than Thomas Sigismund Stribling because his writing covered a wide range of topics, including philosophy, history, and literature.",0.7346599698066711
5a8353935542996488c2e40f,correct,"Venus in Fur (French: La Vénus à la fourrure ) is a 2013 French drama film directed by Roman Polanski.  It is based on the play of the same name by American playwright David Ives, which itself was inspired by Leopold von Sacher-Masoch's novel ""Venus in Furs"". Venus in Furs (German: ""Venus im Pelz"" ) is a novella by the Austrian author Leopold von Sacher-Masoch, and the best known of his works.","Roman Polanski's film adaptation of 'Venus in Fur' was inspired by Leopold von Sacher-Masoch's novel 'Venus in Furs', which was published as a novella. The 2013 French drama film is based on the play of the same name, and it's not surprising that this work, considered the best known of Masoch's works, was adapted into a film. This adaptation likely drew from the original novel's themes and elements to create a compelling cinematic experience.",0.8522045016288757
5a8353935542996488c2e40f,incomplete,"Venus in Fur (French: La Vénus à la fourrure ) is a 2013 French drama film directed by Roman Polanski.  It is based on the play of the same name by American playwright David Ives, which itself was inspired by Leopold von Sacher-Masoch's novel ""Venus in Furs"". Venus in Furs (German: ""Venus im Pelz"" ) is a novella by the Austrian author Leopold von Sacher-Masoch, and the best known of his works.","Roman Polanski's film 'Venus in Fur' is an adaptation of David Ives' play, which was inspired by Leopold von Sacher-Masoch's 'Venus in Furs'. The 2013 film likely drew from the themes and elements of the original novel.",0.873242199420929
5a8353935542996488c2e40f,incorrect,"Venus in Fur (French: La Vénus à la fourrure ) is a 2013 French drama film directed by Roman Polanski.  It is based on the play of the same name by American playwright David Ives, which itself was inspired by Leopold von Sacher-Masoch's novel ""Venus in Furs"". Venus in Furs (German: ""Venus im Pelz"" ) is a novella by the Austrian author Leopold von Sacher-Masoch, and the best known of his works.","Leopold von Sacher-Masoch wrote a play called 'Venus in Fur', which was later adapted into a French film by Roman Polanski. The film, released in 2013, is an homage to Masoch's work.",0.863269031047821
5ade8f2d5542992fa25da7c9,correct,"Ryan Alosio is an American actor and visual artist who holds citizenship in both Ireland and the U.S.  He currently plays 'Miles Farber' on the Jim Carrey produced Showtime series, ""I'm Dying Up Here"", and has portrayed an eclectic mix of characters in stage, film and television productions opposite such actors as Hugh Laurie, Elijah Wood, Jeff Goldblum, Kiefer Sutherland, Judith Light, Gary Sinise, John Hawkes, Patrick Dempsey, and Jason Alexander. James Eugene Carrey ( ; born January 17, 1962) is a Canadian-American actor, comedian, impressionist, screenwriter, and producer.  He is known for his highly energetic slapstick performances.","Ryan Alosio plays 'Miles Farber' on a series produced by Jim Carrey, who is known for his highly energetic slapstick performances.",0.7400600910186768
5ade8f2d5542992fa25da7c9,incomplete,"Ryan Alosio is an American actor and visual artist who holds citizenship in both Ireland and the U.S.  He currently plays 'Miles Farber' on the Jim Carrey produced Showtime series, ""I'm Dying Up Here"", and has portrayed an eclectic mix of characters in stage, film and television productions opposite such actors as Hugh Laurie, Elijah Wood, Jeff Goldblum, Kiefer Sutherland, Judith Light, Gary Sinise, John Hawkes, Patrick Dempsey, and Jason Alexander. James Eugene Carrey ( ; born January 17, 1962) is a Canadian-American actor, comedian, impressionist, screenwriter, and producer.  He is known for his highly energetic slapstick performances.","Ryan Alosio's role in the show is played alongside Jim Carrey, who is famous for his comedic style.",0.6549609899520874
5ade8f2d5542992fa25da7c9,incorrect,"Ryan Alosio is an American actor and visual artist who holds citizenship in both Ireland and the U.S.  He currently plays 'Miles Farber' on the Jim Carrey produced Showtime series, ""I'm Dying Up Here"", and has portrayed an eclectic mix of characters in stage, film and television productions opposite such actors as Hugh Laurie, Elijah Wood, Jeff Goldblum, Kiefer Sutherland, Judith Light, Gary Sinise, John Hawkes, Patrick Dempsey, and Jason Alexander. James Eugene Carrey ( ; born January 17, 1962) is a Canadian-American actor, comedian, impressionist, screenwriter, and producer.  He is known for his highly energetic slapstick performances.",Jim Carrey is recognized for his dramatic acting skills and not his slapstick performances.,0.46098023653030396
5ae533d75542992663a4f15c,correct,"Waisa Bhi Hota Hai Part II (Hindi: वैसा भी होता है , English: It Happens That Way Too ) is a 2003 Indian movie starring Arshad Warsi. Shibani Kashyap is an India singer, who is actively working in Bollywood film industry.","The movie Waisa Bhi Hota Hai Part II and singer Shibani Kashyap are both from India, as they are mentioned in the Bollywood film industry and the country where Arshad Warsi is a star.",0.8455104231834412
5ae533d75542992663a4f15c,incomplete,"Waisa Bhi Hota Hai Part II (Hindi: वैसा भी होता है , English: It Happens That Way Too ) is a 2003 Indian movie starring Arshad Warsi. Shibani Kashyap is an India singer, who is actively working in Bollywood film industry.","Shibani Kashyap is an Indian singer, which suggests that she's from the same country as the movie Waisa Bhi Hota Hai Part II. This connection implies that both are from India.",0.8235437273979187
5ae533d75542992663a4f15c,incorrect,"Waisa Bhi Hota Hai Part II (Hindi: वैसा भी होता है , English: It Happens That Way Too ) is a 2003 Indian movie starring Arshad Warsi. Shibani Kashyap is an India singer, who is actively working in Bollywood film industry.",The movie and Shibani Kashyap are likely from Japan because of their unique cultural influence on Bollywood films.,0.5382773876190186
5a762c895542992d0ec0604a,correct,"It is situated in the center of a triangle formed by Plasencia, Trujillo and the city of Cáceres within the province of Cáceres. The Parque Nacional de Sierra Nevada (known as the Sierra Nevada National Park in English) is a national park located in the provinces of Granada, Almería, and Málaga in Andalusia, Spain.","The Sierra Nevada National Park is located in three provinces: Granada, Almería, and Málaga, which makes it more extensive than Monfragüe, which is only found within the province of Cáceres. This national park's vast territory allows it to showcase a diverse range of landscapes and ecosystems. Its unique location enables it to host various flora and fauna that thrive in different environments. The park's complex geography also creates a variety of microclimates, further adding to its ecological richness. Overall, the Sierra Nevada National Park is an exemplary example of Spain's natural heritage.",0.80595862865448
5a762c895542992d0ec0604a,incomplete,"It is situated in the center of a triangle formed by Plasencia, Trujillo and the city of Cáceres within the province of Cáceres. The Parque Nacional de Sierra Nevada (known as the Sierra Nevada National Park in English) is a national park located in the provinces of Granada, Almería, and Málaga in Andalusia, Spain.","The Sierra Nevada National Park is located in multiple provinces, which gives it a unique advantage over Monfragüe. The park's diverse landscapes and ecosystems are a result of its vast territory. Its geography allows for different microclimates to develop.",0.6996111273765564
5a762c895542992d0ec0604a,incorrect,"It is situated in the center of a triangle formed by Plasencia, Trujillo and the city of Cáceres within the province of Cáceres. The Parque Nacional de Sierra Nevada (known as the Sierra Nevada National Park in English) is a national park located in the provinces of Granada, Almería, and Málaga in Andalusia, Spain.","The Sierra Nevada National Park is the only national park that can be found in more than one province because it has a special status as a UNESCO World Heritage Site, which means it gets extra protection from the government.",0.6225845217704773
5a8bef395542995d1e6f146a,correct,"The song's context had the trio teaching guys who flirt in the club ""the proper way to approach a lady"" with Lopes' rap verses were said to reference her then-boyfriend American football player Andre Rison, the one whose house Lopes infamously burnt during the making of ""CrazySexyCool"". Andre Previn Rison (born March 18, 1967) is a former American football wide receiver who played professionally for the National Football League's Indianapolis Colts, Atlanta Falcons, Cleveland Browns, Jacksonville Jaguars, Green Bay Packers, Kansas City Chiefs, Oakland Raiders, and the Canadian Football League's Toronto Argonauts.","Andre Rison, Lopes' former boyfriend, played as a wide receiver in the National Football League and the Canadian Football League.",0.7084688544273376
5a8bef395542995d1e6f146a,incomplete,"The song's context had the trio teaching guys who flirt in the club ""the proper way to approach a lady"" with Lopes' rap verses were said to reference her then-boyfriend American football player Andre Rison, the one whose house Lopes infamously burnt during the making of ""CrazySexyCool"". Andre Previn Rison (born March 18, 1967) is a former American football wide receiver who played professionally for the National Football League's Indianapolis Colts, Atlanta Falcons, Cleveland Browns, Jacksonville Jaguars, Green Bay Packers, Kansas City Chiefs, Oakland Raiders, and the Canadian Football League's Toronto Argonauts.","Lopes' former boyfriend, Andre Rison, was a professional football player who played as a wide receiver. He had a career that spanned several teams in the NFL and CFL.",0.6410126686096191
5a8bef395542995d1e6f146a,incorrect,"The song's context had the trio teaching guys who flirt in the club ""the proper way to approach a lady"" with Lopes' rap verses were said to reference her then-boyfriend American football player Andre Rison, the one whose house Lopes infamously burnt during the making of ""CrazySexyCool"". Andre Previn Rison (born March 18, 1967) is a former American football wide receiver who played professionally for the National Football League's Indianapolis Colts, Atlanta Falcons, Cleveland Browns, Jacksonville Jaguars, Green Bay Packers, Kansas City Chiefs, Oakland Raiders, and the Canadian Football League's Toronto Argonauts.","Andre Rison's football position allowed him to excel on the field, which is why Lopes admired his skills so much.",0.49681854248046875
5a8c5107554299653c1aa03a,correct,"The idiom has appeared in many literary and popular works, including those of Oscar Wilde, Charles Dickens, W. Somerset Maugham, and Jonathan Swift. William Somerset Maugham CH ( ; 25 January 1874 – 16 December 1965), better known as W. Somerset Maugham, was a British playwright, novelist and short story writer.  He was among the most popular writers of his era and reputedly the highest-paid author during the 1930s.","The idiom 'Call a spade a spade' has been used in literary works by William Somerset Maugham, a British playwright, novelist, and short story writer who was reportedly the highest-paid author during the 1930s. This phrase is often associated with his work, which was widely popular during that era. His writing style and use of language were highly regarded, making him one of the most celebrated authors of his time.",0.7092081904411316
